PopulationCode,bio11
Bonn2,3.30266666412354
Bonn3,3.30266666412354
Bonn6,3.30266666412354
Cam1,4.44600009918213
Cam2,4.44600009918213
Canada1,-3.02533316612244
Croatia,1.76266670227051
Czech1,-0.925333321094513
Denmark1,0.845370352268219
Ehrenhausen3,-0.380666643381119
Ehrenhausen6,-0.380666643381119
France1,8.36200046539307
Germany1,-2.17199993133545
Grafenegg1,0.265333384275436
Grafenegg2,0.265333384275436
Ireland1,5.37933349609375
Ireland10,5.37933349609375
Ireland12,5.37933349609375
Ireland13,5.37933349609375
Ireland18,5.37933349609375
Ireland19,5.37933349609375
Ireland2,5.37933349609375
Ireland21,4.82200002670288
Ireland22,4.82200002670288
Ireland3,5.11533308029175
Ireland36,5.37933349609375
Ireland37,5.49133348464966
Ireland38,5.49133348464966
Ireland5,5.11533308029175
Ireland6,5.11533308029175
Ireland7,5.37933349609375
Japan1,-2.57399988174438
Japan10,-1.1546665430069
Japan12,-0.78466659784317
Japan13,1.88999998569489
Japan16,-2.57399988174438
Japan17,-2.19333338737488
Japan18,-0.78466659784317
Japan19,5.09666681289673
Japan2,-2.57399988174438
Japan20,5.09666681289673
Japan21,-2.19333338737488
Japan22,6.44705867767334
Japan26,-0.78466659784317
Japan27,-0.78466659784317
Japan28,1.88999998569489
Japan29,8.70217418670654
Japan30,-0.78466659784317
Japan4,4.96933317184448
Japan5,4.96933317184448
Japan6,-1.96000003814697
Japan7,-1.96000003814697
Japan9,4.15133333206177
MaG1,1.05933332443237
MiBa1,0.124666608870029
MiBa2,0.124666608870029
Norwich1,4.36266660690308
Norwich2,4.36266660690308
Norwich4,4.36266660690308
Oxford12,4.74733304977417
Oxford15,4.74733304977417
Oxford4,4.74733304977417
Oxford6,4.74733304977417
Schubert13,1.05933332443237
Schubert2,1.05933332443237
Schubert4,1.05933332443237
Schubert5,1.05933332443237
Schubert6,1.05933332443237
Schubert8,1.05933332443237
Schubert9,1.05933332443237
Sopron1,0.858000040054321
Tak1F7,4.63600015640259
Tak2F7,4.63600015640259
US1,-3.32333326339722
Zurich14,1.39600002765656
Zurich6,1.39600002765656
Zurich9,1.39600002765656
bgld1,-0.0799999237060547
