PopulationCode,bio2
Bonn2,8.55533313751221
Bonn3,8.55533313751221
Bonn6,8.55533313751221
Cam1,8.20399951934814
Cam2,8.20399951934814
Canada1,9.17966651916504
Croatia,9.94166660308838
Czech1,8.88700008392334
Denmark1,6.55138874053955
Ehrenhausen3,9.95100021362305
Ehrenhausen6,9.95100021362305
France1,9.51033306121826
Germany1,7.82800006866455
Grafenegg1,9.64466667175293
Grafenegg2,9.64466667175293
Ireland1,5.70699977874756
Ireland10,5.70699977874756
Ireland12,5.70699977874756
Ireland13,5.70699977874756
Ireland18,5.70699977874756
Ireland19,5.70699977874756
Ireland2,5.70699977874756
Ireland21,6.32766675949097
Ireland22,6.32766675949097
Ireland3,5.61466693878174
Ireland36,5.70699977874756
Ireland37,7.63800048828125
Ireland38,7.63800048828125
Ireland5,5.61466693878174
Ireland6,5.61466693878174
Ireland7,5.70699977874756
Japan1,9.5396671295166
Japan10,9.18633365631104
Japan12,10.5543336868286
Japan13,8.44333362579346
Japan16,9.5396671295166
Japan17,9.53433322906494
Japan18,10.5543336868286
Japan19,9.01866626739502
Japan2,9.5396671295166
Japan20,9.01866626739502
Japan21,9.53433322906494
Japan22,8.01470565795898
Japan26,10.5543336868286
Japan27,10.5543336868286
Japan28,8.44333362579346
Japan29,8.14637660980225
Japan30,10.5543336868286
Japan4,8.11566638946533
Japan5,8.11566638946533
Japan6,10.2276668548584
Japan7,10.2276668548584
Japan9,9.26700019836426
MaG1,8.20633316040039
MiBa1,8.84700012207031
MiBa2,8.84700012207031
Norwich1,7.54233360290527
Norwich2,7.54233360290527
Norwich4,7.54233360290527
Oxford12,7.51366662979126
Oxford15,7.51366662979126
Oxford4,7.51366662979126
Oxford6,7.51366662979126
Schubert13,8.20633316040039
Schubert2,8.20633316040039
Schubert4,8.20633316040039
Schubert5,8.20633316040039
Schubert6,8.20633316040039
Schubert8,8.20633316040039
Schubert9,8.20633316040039
Sopron1,9.38033294677734
Tak1F7,8.70333290100098
Tak2F7,8.70333290100098
US1,11.0006666183472
Zurich14,8.02999973297119
Zurich6,8.02999973297119
Zurich9,8.02999973297119
bgld1,9.73799991607666
