PopulationCode,bio7
Bonn2,24.6439990997314
Bonn3,24.6439990997314
Bonn6,24.6439990997314
Cam1,21.423999786377
Cam2,21.423999786377
Canada1,27.5839996337891
Croatia,29.8680000305176
Czech1,28.2080001831055
Denmark1,23.5444450378418
Ehrenhausen3,30.2320003509521
Ehrenhausen6,30.2320003509521
France1,21.9759998321533
Germany1,24.8800010681152
Grafenegg1,29.6240005493164
Grafenegg2,29.6240005493164
Ireland1,14.9919996261597
Ireland10,14.9919996261597
Ireland12,14.9919996261597
Ireland13,14.9919996261597
Ireland18,14.9919996261597
Ireland19,14.9919996261597
Ireland2,14.9919996261597
Ireland21,16.2999992370605
Ireland22,16.2999992370605
Ireland3,15.1720008850098
Ireland36,14.9919996261597
Ireland37,18.4680004119873
Ireland38,18.4680004119873
Ireland5,15.1720008850098
Ireland6,15.1720008850098
Ireland7,14.9919996261597
Japan1,35.5359992980957
Japan10,34.476001739502
Japan12,35.1279983520508
Japan13,31.8080005645752
Japan16,35.5359992980957
Japan17,34.6959991455078
Japan18,35.1279983520508
Japan19,31.0400009155273
Japan2,35.5359992980957
Japan20,31.0400009155273
Japan21,34.6959991455078
Japan22,28.9117641448975
Japan26,35.1279983520508
Japan27,35.1279983520508
Japan28,31.8080005645752
Japan29,27.7913036346436
Japan30,35.1279983520508
Japan4,29.8880004882812
Japan5,29.8880004882812
Japan6,34.7360000610352
Japan7,34.7360000610352
Japan9,31.5799999237061
MaG1,28.0679988861084
MiBa1,29.5400009155273
MiBa2,29.5400009155273
Norwich1,20.2160015106201
Norwich2,20.2160015106201
Norwich4,20.2160015106201
Oxford12,20.4480018615723
Oxford15,20.4480018615723
Oxford4,20.4480018615723
Oxford6,20.4480018615723
Schubert13,28.0679988861084
Schubert2,28.0679988861084
Schubert4,28.0679988861084
Schubert5,28.0679988861084
Schubert6,28.0679988861084
Schubert8,28.0679988861084
Schubert9,28.0679988861084
Sopron1,29.5879993438721
Tak1F7,31.2999992370605
Tak2F7,31.2999992370605
US1,36.9280014038086
Zurich14,25.7360000610352
Zurich6,25.7360000610352
Zurich9,25.7360000610352
bgld1,29.6839981079102
