PopulationCode,bio15
Bonn2,17.4801483154297
Bonn3,17.4801483154297
Bonn6,17.4801483154297
Cam1,13.3955965042114
Cam2,13.3955965042114
Canada1,47.6876945495605
Croatia,18.8481712341309
Czech1,35.007740020752
Denmark1,22.4218997955322
Ehrenhausen3,36.924919128418
Ehrenhausen6,36.924919128418
France1,26.6476879119873
Germany1,19.6081218719482
Grafenegg1,48.0141677856445
Grafenegg2,48.0141677856445
Ireland1,25.3906631469727
Ireland10,25.3906631469727
Ireland12,25.3906631469727
Ireland13,25.3906631469727
Ireland18,25.3906631469727
Ireland19,25.3906631469727
Ireland2,25.3906631469727
Ireland21,21.5902996063232
Ireland22,21.5902996063232
Ireland3,25.8395595550537
Ireland36,25.3906631469727
Ireland37,14.1762456893921
Ireland38,14.1762456893921
Ireland5,25.8395595550537
Ireland6,25.8395595550537
Ireland7,25.3906631469727
Japan1,34.339225769043
Japan10,37.380542755127
Japan12,53.6171722412109
Japan13,43.3239860534668
Japan16,34.339225769043
Japan17,40.9395866394043
Japan18,53.6171722412109
Japan19,49.9423370361328
Japan2,34.339225769043
Japan20,49.9423370361328
Japan21,40.9395866394043
Japan22,39.4572563171387
Japan26,53.6171722412109
Japan27,53.6171722412109
Japan28,43.3239860534668
Japan29,52.1762733459473
Japan30,53.6171722412109
Japan4,50.1537399291992
Japan5,50.1537399291992
Japan6,53.6267280578613
Japan7,53.6267280578613
Japan9,50.3947257995605
MaG1,28.0353221893311
MiBa1,34.0688781738281
MiBa2,34.0688781738281
Norwich1,14.8783864974976
Norwich2,14.8783864974976
Norwich4,14.8783864974976
Oxford12,13.079174041748
Oxford15,13.079174041748
Oxford4,13.079174041748
Oxford6,13.079174041748
Schubert13,28.0353221893311
Schubert2,28.0353221893311
Schubert4,28.0353221893311
Schubert5,28.0353221893311
Schubert6,28.0353221893311
Schubert8,28.0353221893311
Schubert9,28.0353221893311
Sopron1,33.3500595092773
Tak1F7,42.8800430297852
Tak2F7,42.8800430297852
US1,19.4519672393799
Zurich14,23.4552764892578
Zurich6,23.4552764892578
Zurich9,23.4552764892578
bgld1,36.5479278564453
